task,regime,split,method,seed,episodes,stress,mismatch,action_criticality,clean_retention,success,utility,deploy_utility,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,regret,calibration_ece,risk_score,risk_budget,accepted,risk_breach,fixed_risk_utility
thin_object_pickup,soft_compliance,combined_stress,invariant_risk_tactile_alignment,8,96,0.88,0.279133,0.7892,0.700443,0.620483,0.465067,0.465067,0.080803,0.601329,0.063985,0.161523,0.05974,0.142121,0.083343,0.06,0.0,0.0,-0.036938
thin_object_pickup,soft_compliance,combined_stress,invariant_risk_tactile_alignment,9,96,0.88,0.279133,0.7892,0.700443,0.633326,0.47832,0.47832,0.078804,0.600345,0.065825,0.158582,0.060031,0.139463,0.082913,0.06,0.0,0.0,-0.036903
thin_object_pickup,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,0,96,0.88,0.357824,0.7892,0.692873,0.614705,0.4467,0.4467,0.101719,0.594736,0.064535,0.162126,0.066789,0.145298,0.09194,0.06,0.0,0.0,-0.036946
thin_object_pickup,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,1,96,0.88,0.357824,0.7892,0.692873,0.62256,0.450331,0.450331,0.097788,0.585218,0.071607,0.163171,0.069109,0.143524,0.093204,0.06,0.0,0.0,-0.036958
thin_object_pickup,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,2,96,0.88,0.357824,0.7892,0.692873,0.619209,0.45325,0.45325,0.098004,0.590183,0.063903,0.165327,0.06547,0.143721,0.090021,0.06,0.0,0.0,-0.036984
thin_object_pickup,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,3,96,0.88,0.357824,0.7892,0.692873,0.617432,0.451599,0.451599,0.095183,0.596471,0.065991,0.159252,0.067207,0.146876,0.090597,0.06,0.0,0.0,-0.036911
thin_object_pickup,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,4,96,0.88,0.357824,0.7892,0.692873,0.617546,0.445197,0.445197,0.10197,0.585876,0.070012,0.16349,0.066782,0.144301,0.093927,0.06,0.0,0.0,-0.036962
thin_object_pickup,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,5,96,0.88,0.357824,0.7892,0.692873,0.620791,0.452909,0.452909,0.097628,0.588695,0.067805,0.160995,0.065801,0.144162,0.091488,0.06,0.0,0.0,-0.036932
thin_object_pickup,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,6,96,0.88,0.357824,0.7892,0.692873,0.626319,0.461172,0.461172,0.091886,0.586179,0.068147,0.161499,0.065631,0.140318,0.088957,0.06,0.0,0.0,-0.036938
thin_object_pickup,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,7,96,0.88,0.357824,0.7892,0.692873,0.634311,0.466606,0.466606,0.094644,0.592879,0.069377,0.160828,0.06642,0.142826,0.090893,0.06,0.0,0.0,-0.03693
thin_object_pickup,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,8,96,0.88,0.357824,0.7892,0.692873,0.619147,0.449254,0.449254,0.099573,0.593485,0.069563,0.161104,0.065018,0.144666,0.092831,0.06,0.0,0.0,-0.036933
thin_object_pickup,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,9,96,0.88,0.357824,0.7892,0.692873,0.628466,0.459685,0.459685,0.097784,0.5915,0.06957,0.157129,0.06744,0.142891,0.092147,0.06,0.0,0.0,-0.036886
thin_object_pickup,taxel_bias,combined_stress,invariant_risk_tactile_alignment,0,96,0.88,0.382667,0.7892,0.690483,0.612076,0.428002,0.428002,0.12513,0.583055,0.069144,0.163793,0.072779,0.143956,0.102009,0.06,0.0,0.0,-0.036966
thin_object_pickup,taxel_bias,combined_stress,invariant_risk_tactile_alignment,1,96,0.88,0.382667,0.7892,0.690483,0.615381,0.429376,0.429376,0.124137,0.583228,0.071771,0.161998,0.075012,0.144918,0.103066,0.06,0.0,0.0,-0.036944
thin_object_pickup,taxel_bias,combined_stress,invariant_risk_tactile_alignment,2,96,0.88,0.382667,0.7892,0.690483,0.619424,0.439355,0.439355,0.121978,0.580744,0.066821,0.162229,0.070936,0.144516,0.099971,0.06,0.0,0.0,-0.036947
thin_object_pickup,taxel_bias,combined_stress,invariant_risk_tactile_alignment,3,96,0.88,0.382667,0.7892,0.690483,0.625735,0.444169,0.444169,0.118999,0.587277,0.06979,0.16244,0.073259,0.143257,0.100092,0.06,0.0,0.0,-0.036949
thin_object_pickup,taxel_bias,combined_stress,invariant_risk_tactile_alignment,4,96,0.88,0.382667,0.7892,0.690483,0.618471,0.434706,0.434706,0.120717,0.595119,0.07159,0.161218,0.072174,0.149186,0.102319,0.06,0.0,0.0,-0.036935
thin_object_pickup,taxel_bias,combined_stress,invariant_risk_tactile_alignment,5,96,0.88,0.382667,0.7892,0.690483,0.621553,0.438984,0.438984,0.120876,0.573089,0.069976,0.161781,0.072783,0.14592,0.101232,0.06,0.0,0.0,-0.036941
thin_object_pickup,taxel_bias,combined_stress,invariant_risk_tactile_alignment,6,96,0.88,0.382667,0.7892,0.690483,0.612232,0.431644,0.431644,0.122345,0.59685,0.066626,0.161588,0.071535,0.14824,0.100752,0.06,0.0,0.0,-0.036939
thin_object_pickup,taxel_bias,combined_stress,invariant_risk_tactile_alignment,7,96,0.88,0.382667,0.7892,0.690483,0.620073,0.434988,0.434988,0.125701,0.588654,0.070695,0.159412,0.072583,0.149232,0.103723,0.06,0.0,0.0,-0.036913
thin_object_pickup,taxel_bias,combined_stress,invariant_risk_tactile_alignment,8,96,0.88,0.382667,0.7892,0.690483,0.618481,0.434683,0.434683,0.125565,0.588893,0.070057,0.160658,0.072008,0.14221,0.102112,0.06,0.0,0.0,-0.036928
thin_object_pickup,taxel_bias,combined_stress,invariant_risk_tactile_alignment,9,96,0.88,0.382667,0.7892,0.690483,0.61754,0.431491,0.431491,0.122373,0.585961,0.074874,0.159473,0.071593,0.146508,0.10359,0.06,0.0,0.0,-0.036914
thin_object_pickup,transient_shear_spike,combined_stress,invariant_risk_tactile_alignment,0,96,0.88,0.389734,0.7892,0.689804,0.616998,0.434847,0.434847,0.103129,0.577841,0.081432,0.163135,0.070409,0.142185,0.098642,0.06,0.0,0.0,-0.036958
thin_object_pickup,transient_shear_spike,combined_stress,invariant_risk_tactile_alignment,1,96,0.88,0.389734,0.7892,0.689804,0.618757,0.429037,0.429037,0.111226,0.591487,0.086926,0.160269,0.071316,0.143858,0.103875,0.06,0.0,0.0,-0.036923
thin_object_pickup,transient_shear_spike,combined_stress,invariant_risk_tactile_alignment,2,96,0.88,0.389734,0.7892,0.689804,0.633196,0.455884,0.455884,0.102368,0.581383,0.078231,0.158935,0.066903,0.14151,0.096695,0.06,0.0,0.0,-0.036907
thin_object_pickup,transient_shear_spike,combined_stress,invariant_risk_tactile_alignment,3,96,0.88,0.389734,0.7892,0.689804,0.618961,0.427647,0.427647,0.111046,0.589115,0.087522,0.16273,0.072145,0.147412,0.104763,0.06,0.0,0.0,-0.036953
thin_object_pickup,transient_shear_spike,combined_stress,invariant_risk_tactile_alignment,4,96,0.88,0.389734,0.7892,0.689804,0.604185,0.417137,0.417137,0.112943,0.589098,0.081827,0.160965,0.071248,0.1455,0.10281,0.06,0.0,0.0,-0.036932
thin_object_pickup,transient_shear_spike,combined_stress,invariant_risk_tactile_alignment,5,96,0.88,0.389734,0.7892,0.689804,0.61744,0.430169,0.430169,0.110888,0.573688,0.081536,0.163199,0.073935,0.145599,0.102287,0.06,0.0,0.0,-0.036958
thin_object_pickup,transient_shear_spike,combined_stress,invariant_risk_tactile_alignment,6,96,0.88,0.389734,0.7892,0.689804,0.618176,0.431197,0.431197,0.111103,0.57768,0.083375,0.159597,0.070491,0.146809,0.102932,0.06,0.0,0.0,-0.036915
thin_object_pickup,transient_shear_spike,combined_stress,invariant_risk_tactile_alignment,7,96,0.88,0.389734,0.7892,0.689804,0.611407,0.426045,0.426045,0.108504,0.586441,0.080604,0.162972,0.073666,0.145511,0.101079,0.06,0.0,0.0,-0.036956
thin_object_pickup,transient_shear_spike,combined_stress,invariant_risk_tactile_alignment,8,96,0.88,0.389734,0.7892,0.689804,0.613387,0.428708,0.428708,0.107307,0.584084,0.081732,0.160744,0.072948,0.14335,0.10064,0.06,0.0,0.0,-0.036929
thin_object_pickup,transient_shear_spike,combined_stress,invariant_risk_tactile_alignment,9,96,0.88,0.389734,0.7892,0.689804,0.610928,0.421973,0.421973,0.108405,0.580182,0.08464,0.165087,0.073464,0.147595,0.102935,0.06,0.0,0.0,-0.036981
thin_object_pickup,latency_and_drift,combined_stress,invariant_risk_tactile_alignment,0,96,0.88,0.413111,0.7892,0.687555,0.60969,0.417992,0.417992,0.127855,0.581148,0.076005,0.162423,0.077074,0.146023,0.106344,0.06,0.0,0.0,-0.036949
thin_object_pickup,latency_and_drift,combined_stress,invariant_risk_tactile_alignment,1,96,0.88,0.413111,0.7892,0.687555,0.611301,0.415649,0.415649,0.127042,0.576676,0.082419,0.162052,0.07595,0.14615,0.108416,0.06,0.0,0.0,-0.036945
thin_object_pickup,latency_and_drift,combined_stress,invariant_risk_tactile_alignment,2,96,0.88,0.413111,0.7892,0.687555,0.605662,0.418373,0.418373,0.123546,0.578293,0.075025,0.161362,0.071346,0.148705,0.104416,0.06,0.0,0.0,-0.036936
thin_object_pickup,latency_and_drift,combined_stress,invariant_risk_tactile_alignment,3,96,0.88,0.413111,0.7892,0.687555,0.617653,0.428729,0.428729,0.118725,0.585228,0.080218,0.157907,0.074003,0.147632,0.104823,0.06,0.0,0.0,-0.036895
thin_object_pickup,latency_and_drift,combined_stress,invariant_risk_tactile_alignment,4,96,0.88,0.413111,0.7892,0.687555,0.614646,0.424853,0.424853,0.127534,0.585122,0.074557,0.157741,0.078505,0.145047,0.105652,0.06,0.0,0.0,-0.036893
thin_object_pickup,latency_and_drift,combined_stress,invariant_risk_tactile_alignment,5,96,0.88,0.413111,0.7892,0.687555,0.619794,0.42153,0.42153,0.130333,0.57188,0.084866,0.163033,0.07421,0.143317,0.10978,0.06,0.0,0.0,-0.036956
thin_object_pickup,latency_and_drift,combined_stress,invariant_risk_tactile_alignment,6,96,0.88,0.413111,0.7892,0.687555,0.611789,0.419859,0.419859,0.126267,0.573742,0.07926,0.160758,0.07527,0.1417,0.106083,0.06,0.0,0.0,-0.036929
thin_object_pickup,latency_and_drift,combined_stress,invariant_risk_tactile_alignment,7,96,0.88,0.413111,0.7892,0.687555,0.627668,0.438749,0.438749,0.125614,0.580051,0.075377,0.162118,0.074676,0.142096,0.104397,0.06,0.0,0.0,-0.036945
thin_object_pickup,latency_and_drift,combined_stress,invariant_risk_tactile_alignment,8,96,0.88,0.413111,0.7892,0.687555,0.607796,0.418277,0.418277,0.125858,0.574834,0.075592,0.162318,0.074514,0.14492,0.105054,0.06,0.0,0.0,-0.036948
thin_object_pickup,latency_and_drift,combined_stress,invariant_risk_tactile_alignment,9,96,0.88,0.413111,0.7892,0.687555,0.606968,0.413421,0.413421,0.12512,0.57262,0.081146,0.158165,0.078364,0.144357,0.107197,0.06,0.0,0.0,-0.036898
thin_object_pickup,compound_contact_shift,combined_stress,invariant_risk_tactile_alignment,0,96,0.88,0.557889,0.7892,0.673627,0.615031,0.399794,0.399794,0.145914,0.579963,0.092732,0.163239,0.085607,0.147064,0.119881,0.06,0.0,0.0,-0.036959
thin_object_pickup,compound_contact_shift,combined_stress,invariant_risk_tactile_alignment,1,96,0.88,0.557889,0.7892,0.673627,0.604078,0.38543,0.38543,0.153028,0.578958,0.093362,0.163626,0.08288,0.151485,0.123063,0.06,0.0,0.0,-0.036964
thin_object_pickup,compound_contact_shift,combined_stress,invariant_risk_tactile_alignment,2,96,0.88,0.557889,0.7892,0.673627,0.600408,0.378095,0.378095,0.153757,0.578404,0.095632,0.16555,0.086504,0.152115,0.124648,0.06,0.0,0.0,-0.036987
thin_object_pickup,compound_contact_shift,combined_stress,invariant_risk_tactile_alignment,3,96,0.88,0.557889,0.7892,0.673627,0.600612,0.381669,0.381669,0.147745,0.569743,0.096821,0.162962,0.08351,0.151964,0.12273,0.06,0.0,0.0,-0.036956
thin_object_pickup,compound_contact_shift,combined_stress,invariant_risk_tactile_alignment,4,96,0.88,0.557889,0.7892,0.673627,0.607245,0.38326,0.38326,0.153601,0.565135,0.098935,0.164034,0.085371,0.152057,0.125727,0.06,0.0,0.0,-0.036968
thin_object_pickup,compound_contact_shift,combined_stress,invariant_risk_tactile_alignment,5,96,0.88,0.557889,0.7892,0.673627,0.603018,0.378044,0.378044,0.15842,0.560566,0.095922,0.162858,0.088037,0.15585,0.12717,0.06,0.0,0.0,-0.036954
thin_object_pickup,compound_contact_shift,combined_stress,invariant_risk_tactile_alignment,6,96,0.88,0.557889,0.7892,0.673627,0.610471,0.386928,0.386928,0.151707,0.572494,0.097259,0.164542,0.08979,0.153098,0.125075,0.06,0.0,0.0,-0.036975
thin_object_pickup,compound_contact_shift,combined_stress,invariant_risk_tactile_alignment,7,96,0.88,0.557889,0.7892,0.673627,0.609345,0.388722,0.388722,0.151063,0.576684,0.094979,0.162834,0.08757,0.154285,0.123982,0.06,0.0,0.0,-0.036954
thin_object_pickup,compound_contact_shift,combined_stress,invariant_risk_tactile_alignment,8,96,0.88,0.557889,0.7892,0.673627,0.611934,0.389887,0.389887,0.146737,0.571151,0.10039,0.161199,0.08779,0.151415,0.124073,0.06,0.0,0.0,-0.036934
thin_object_pickup,compound_contact_shift,combined_stress,invariant_risk_tactile_alignment,9,96,0.88,0.557889,0.7892,0.673627,0.6065,0.380795,0.380795,0.154972,0.565091,0.100788,0.162523,0.086238,0.150269,0.126662,0.06,0.0,0.0,-0.03695
snap_fit_assembly,source_matched,combined_stress,invariant_risk_tactile_alignment,0,96,0.88,0.143094,0.7098,0.71353,0.633257,0.507955,0.507955,0.048171,0.604363,0.051725,0.15808,0.046853,0.129815,0.064086,0.06,1.0,1.0,-0.192045
snap_fit_assembly,source_matched,combined_stress,invariant_risk_tactile_alignment,1,96,0.88,0.143094,0.7098,0.71353,0.624906,0.490668,0.490668,0.058826,0.608662,0.055477,0.158437,0.047749,0.138148,0.070724,0.06,0.0,0.0,-0.036901
snap_fit_assembly,source_matched,combined_stress,invariant_risk_tactile_alignment,2,96,0.88,0.143094,0.7098,0.71353,0.633521,0.49927,0.49927,0.052405,0.606641,0.056731,0.161463,0.051469,0.139127,0.069565,0.06,0.0,0.0,-0.036938
snap_fit_assembly,source_matched,combined_stress,invariant_risk_tactile_alignment,3,96,0.88,0.143094,0.7098,0.71353,0.626395,0.497015,0.497015,0.049541,0.614766,0.053688,0.163415,0.047826,0.134176,0.06618,0.06,0.0,0.0,-0.036961
snap_fit_assembly,source_matched,combined_stress,invariant_risk_tactile_alignment,4,96,0.88,0.143094,0.7098,0.71353,0.627057,0.492272,0.492272,0.049419,0.609603,0.061311,0.15753,0.050522,0.136273,0.069682,0.06,0.0,0.0,-0.03689
snap_fit_assembly,source_matched,combined_stress,invariant_risk_tactile_alignment,5,96,0.88,0.143094,0.7098,0.71353,0.629309,0.496008,0.496008,0.051892,0.614652,0.058338,0.160458,0.048027,0.13426,0.068781,0.06,0.0,0.0,-0.036925
snap_fit_assembly,source_matched,combined_stress,invariant_risk_tactile_alignment,6,96,0.88,0.143094,0.7098,0.71353,0.627116,0.503762,0.503762,0.048124,0.604773,0.04773,0.158096,0.048042,0.135198,0.063639,0.06,1.0,1.0,-0.196238
snap_fit_assembly,source_matched,combined_stress,invariant_risk_tactile_alignment,7,96,0.88,0.143094,0.7098,0.71353,0.628746,0.496616,0.496616,0.053738,0.600421,0.05412,0.159022,0.052719,0.133702,0.068175,0.06,0.0,0.0,-0.036908
snap_fit_assembly,source_matched,combined_stress,invariant_risk_tactile_alignment,8,96,0.88,0.143094,0.7098,0.71353,0.630637,0.507059,0.507059,0.039811,0.613127,0.052628,0.164279,0.044717,0.135569,0.062408,0.06,0.0,0.0,-0.036971
snap_fit_assembly,source_matched,combined_stress,invariant_risk_tactile_alignment,9,96,0.88,0.143094,0.7098,0.71353,0.629705,0.49847,0.49847,0.049636,0.610608,0.05754,0.161682,0.045197,0.135713,0.06769,0.06,0.0,0.0,-0.03694
snap_fit_assembly,low_friction,combined_stress,invariant_risk_tactile_alignment,0,96,0.88,0.252332,0.7098,0.703022,0.618827,0.459709,0.459709,0.069718,0.596028,0.079991,0.159394,0.053464,0.13647,0.084012,0.06,0.0,0.0,-0.036913
snap_fit_assembly,low_friction,combined_stress,invariant_risk_tactile_alignment,1,96,0.88,0.252332,0.7098,0.703022,0.628996,0.469034,0.469034,0.072447,0.593788,0.077115,0.157808,0.058386,0.140791,0.085117,0.06,0.0,0.0,-0.036894
snap_fit_assembly,low_friction,combined_stress,invariant_risk_tactile_alignment,2,96,0.88,0.252332,0.7098,0.703022,0.615338,0.452103,0.452103,0.078628,0.593096,0.076139,0.158917,0.064048,0.133771,0.08615,0.06,0.0,0.0,-0.036907
snap_fit_assembly,low_friction,combined_stress,invariant_risk_tactile_alignment,3,96,0.88,0.252332,0.7098,0.703022,0.625638,0.467314,0.467314,0.075137,0.594601,0.073112,0.157728,0.059155,0.13983,0.084414,0.06,0.0,0.0,-0.036893
snap_fit_assembly,low_friction,combined_stress,invariant_risk_tactile_alignment,4,96,0.88,0.252332,0.7098,0.703022,0.626707,0.467124,0.467124,0.07249,0.600546,0.076094,0.160395,0.060559,0.133218,0.083598,0.06,0.0,0.0,-0.036925
snap_fit_assembly,low_friction,combined_stress,invariant_risk_tactile_alignment,5,96,0.88,0.252332,0.7098,0.703022,0.619568,0.462337,0.462337,0.078445,0.608676,0.069779,0.161085,0.057525,0.137066,0.083612,0.06,0.0,0.0,-0.036933
snap_fit_assembly,low_friction,combined_stress,invariant_risk_tactile_alignment,6,96,0.88,0.252332,0.7098,0.703022,0.626747,0.468684,0.468684,0.072077,0.601601,0.074721,0.159246,0.056928,0.14237,0.084219,0.06,0.0,0.0,-0.036911
snap_fit_assembly,low_friction,combined_stress,invariant_risk_tactile_alignment,7,96,0.88,0.252332,0.7098,0.703022,0.633067,0.479779,0.479779,0.069021,0.592475,0.070304,0.159643,0.05812,0.137367,0.080721,0.06,0.0,0.0,-0.036916
snap_fit_assembly,low_friction,combined_stress,invariant_risk_tactile_alignment,8,96,0.88,0.252332,0.7098,0.703022,0.626166,0.469348,0.469348,0.072497,0.60139,0.073335,0.160884,0.055682,0.139279,0.083155,0.06,0.0,0.0,-0.036931
snap_fit_assembly,low_friction,combined_stress,invariant_risk_tactile_alignment,9,96,0.88,0.252332,0.7098,0.703022,0.618663,0.458217,0.458217,0.072943,0.593128,0.077242,0.158303,0.059196,0.139105,0.085111,0.06,0.0,0.0,-0.0369
snap_fit_assembly,soft_compliance,combined_stress,invariant_risk_tactile_alignment,0,96,0.88,0.300965,0.7098,0.698343,0.619056,0.463332,0.463332,0.075552,0.592553,0.067268,0.164514,0.059122,0.140291,0.082414,0.06,0.0,0.0,-0.036974
snap_fit_assembly,soft_compliance,combined_stress,invariant_risk_tactile_alignment,1,96,0.88,0.300965,0.7098,0.698343,0.618991,0.453624,0.453624,0.086866,0.58428,0.073602,0.158992,0.061725,0.14235,0.089299,0.06,0.0,0.0,-0.036908
snap_fit_assembly,soft_compliance,combined_stress,invariant_risk_tactile_alignment,2,96,0.88,0.300965,0.7098,0.698343,0.616469,0.455538,0.455538,0.0841,0.596449,0.069523,0.160759,0.061415,0.138495,0.086083,0.06,0.0,0.0,-0.036929
snap_fit_assembly,soft_compliance,combined_stress,invariant_risk_tactile_alignment,3,96,0.88,0.300965,0.7098,0.698343,0.61511,0.456742,0.456742,0.080045,0.597296,0.067774,0.160645,0.063357,0.138156,0.084173,0.06,0.0,0.0,-0.036928
snap_fit_assembly,soft_compliance,combined_stress,invariant_risk_tactile_alignment,4,96,0.88,0.300965,0.7098,0.698343,0.61532,0.448491,0.448491,0.087418,0.594336,0.073107,0.16196,0.064501,0.142667,0.089633,0.06,0.0,0.0,-0.036944
snap_fit_assembly,soft_compliance,combined_stress,invariant_risk_tactile_alignment,5,96,0.88,0.300965,0.7098,0.698343,0.624602,0.4637,0.4637,0.076039,0.593524,0.071374,0.162011,0.065168,0.144767,0.08555,0.06,0.0,0.0,-0.036944
snap_fit_assembly,soft_compliance,combined_stress,invariant_risk_tactile_alignment,6,96,0.88,0.300965,0.7098,0.698343,0.622406,0.460445,0.460445,0.081146,0.600416,0.07315,0.158691,0.061769,0.138636,0.086518,0.06,0.0,0.0,-0.036904
snap_fit_assembly,soft_compliance,combined_stress,invariant_risk_tactile_alignment,7,96,0.88,0.300965,0.7098,0.698343,0.619501,0.458639,0.458639,0.08003,0.599364,0.070526,0.159937,0.064142,0.141227,0.085845,0.06,0.0,0.0,-0.036919
snap_fit_assembly,soft_compliance,combined_stress,invariant_risk_tactile_alignment,8,96,0.88,0.300965,0.7098,0.698343,0.631286,0.471683,0.471683,0.078048,0.592558,0.070636,0.163225,0.060804,0.140371,0.084725,0.06,0.0,0.0,-0.036959
snap_fit_assembly,soft_compliance,combined_stress,invariant_risk_tactile_alignment,9,96,0.88,0.300965,0.7098,0.698343,0.630953,0.469257,0.469257,0.086736,0.591838,0.06875,0.163289,0.059594,0.139972,0.086769,0.06,0.0,0.0,-0.036959
snap_fit_assembly,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,0,96,0.88,0.357075,0.7098,0.692945,0.625358,0.452262,0.452262,0.098667,0.587857,0.074741,0.158902,0.065646,0.145186,0.094647,0.06,0.0,0.0,-0.036907
snap_fit_assembly,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,1,96,0.88,0.357075,0.7098,0.692945,0.615259,0.445076,0.445076,0.095897,0.59097,0.070929,0.159486,0.069053,0.144658,0.092502,0.06,0.0,0.0,-0.036914
snap_fit_assembly,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,2,96,0.88,0.357075,0.7098,0.692945,0.619944,0.448819,0.448819,0.09208,0.580437,0.075923,0.161869,0.064642,0.143412,0.092436,0.06,0.0,0.0,-0.036942
snap_fit_assembly,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,3,96,0.88,0.357075,0.7098,0.692945,0.618211,0.445923,0.445923,0.087687,0.587476,0.079149,0.160492,0.068435,0.142088,0.09231,0.06,0.0,0.0,-0.036926
snap_fit_assembly,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,4,96,0.88,0.357075,0.7098,0.692945,0.620575,0.443234,0.443234,0.101639,0.583835,0.076333,0.162977,0.068038,0.145751,0.096603,0.06,0.0,0.0,-0.036956
snap_fit_assembly,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,5,96,0.88,0.357075,0.7098,0.692945,0.610904,0.441152,0.441152,0.094151,0.591436,0.07272,0.158326,0.068112,0.141193,0.091871,0.06,0.0,0.0,-0.0369
snap_fit_assembly,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,6,96,0.88,0.357075,0.7098,0.692945,0.622238,0.448194,0.448194,0.096062,0.584788,0.078306,0.160601,0.06336,0.143847,0.094646,0.06,0.0,0.0,-0.036927
snap_fit_assembly,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,7,96,0.88,0.357075,0.7098,0.692945,0.624877,0.450821,0.450821,0.096664,0.591819,0.077459,0.159778,0.066616,0.139747,0.094116,0.06,0.0,0.0,-0.036917
snap_fit_assembly,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,8,96,0.88,0.357075,0.7098,0.692945,0.625855,0.45136,0.45136,0.096587,0.576787,0.077205,0.159347,0.066022,0.147631,0.095353,0.06,0.0,0.0,-0.036912
snap_fit_assembly,texture_aliasing,combined_stress,invariant_risk_tactile_alignment,9,96,0.88,0.357075,0.7098,0.692945,0.608942,0.440589,0.440589,0.091459,0.591589,0.073147,0.16115,0.06458,0.141239,0.090773,0.06,0.0,0.0,-0.036934
snap_fit_assembly,taxel_bias,combined_stress,invariant_risk_tactile_alignment,0,96,0.88,0.386,0.7098,0.690163,0.621323,0.432661,0.432661,0.124156,0.58058,0.077518,0.163816,0.070176,0.141101,0.104086,0.06,0.0,0.0,-0.036966
snap_fit_assembly,taxel_bias,combined_stress,invariant_risk_tactile_alignment,1,96,0.88,0.386,0.7098,0.690163,0.621647,0.435619,0.435619,0.117674,0.579923,0.077825,0.160853,0.070095,0.147215,0.103091,0.06,0.0,0.0,-0.03693
snap_fit_assembly,taxel_bias,combined_stress,invariant_risk_tactile_alignment,2,96,0.88,0.386,0.7098,0.690163,0.627765,0.442351,0.442351,0.117395,0.58766,0.078008,0.163132,0.068739,0.141462,0.101894,0.06,0.0,0.0,-0.036958
snap_fit_assembly,taxel_bias,combined_stress,invariant_risk_tactile_alignment,3,96,0.88,0.386,0.7098,0.690163,0.620184,0.42994,0.42994,0.123425,0.604684,0.079583,0.161467,0.073033,0.140982,0.104886,0.06,0.0,0.0,-0.036938
snap_fit_assembly,taxel_bias,combined_stress,invariant_risk_tactile_alignment,4,96,0.88,0.386,0.7098,0.690163,0.613394,0.426752,0.426752,0.119706,0.593258,0.07864,0.160872,0.069307,0.141755,0.10303,0.06,0.0,0.0,-0.03693
snap_fit_assembly,taxel_bias,combined_stress,invariant_risk_tactile_alignment,5,96,0.88,0.386,0.7098,0.690163,0.619555,0.432231,0.432231,0.11491,0.586902,0.079935,0.16174,0.07215,0.148264,0.103347,0.06,0.0,0.0,-0.036941
snap_fit_assembly,taxel_bias,combined_stress,invariant_risk_tactile_alignment,6,96,0.88,0.386,0.7098,0.690163,0.621667,0.432646,0.432646,0.120823,0.589937,0.079509,0.163184,0.070098,0.14568,0.104526,0.06,0.0,0.0,-0.036958
snap_fit_assembly,taxel_bias,combined_stress,invariant_risk_tactile_alignment,7,96,0.88,0.386,0.7098,0.690163,0.62231,0.43671,0.43671,0.117069,0.585063,0.07682,0.161179,0.072245,0.145785,0.102461,0.06,0.0,0.0,-0.036934
snap_fit_assembly,taxel_bias,combined_stress,invariant_risk_tactile_alignment,8,96,0.88,0.386,0.7098,0.690163,0.608119,0.414621,0.414621,0.125209,0.580194,0.082803,0.162183,0.071069,0.14548,0.107329,0.06,0.0,0.0,-0.036946
snap_fit_assembly,taxel_bias,combined_stress,invariant_risk_tactile_alignment,9,96,0.88,0.386,0.7098,0.690163,0.627694,0.446229,0.446229,0.117317,0.580495,0.070279,0.161309,0.072948,0.148618,0.10064,0.06,0.0,0.0,-0.036936
snap_fit_assembly,transient_shear_spike,combined_stress,invariant_risk_tactile_alignment,0,96,0.88,0.382199,0.7098,0.690528,0.616697,0.428875,0.428875,0.108958,0.588535,0.08453,0.162846,0.073233,0.141484,0.101957,0.06,0.0,0.0,-0.036954
snap_fit_assembly,transient_shear_spike,combined_stress,invariant_risk_tactile_alignment,1,96,0.88,0.382199,0.7098,0.690528,0.61569,0.432694,0.432694,0.102846,0.580301,0.086475,0.159047,0.064969,0.141191,0.09974,0.06,0.0,0.0,-0.036909
snap_fit_assembly,transient_shear_spike,combined_stress,invariant_risk_tactile_alignment,2,96,0.88,0.382199,0.7098,0.690528,0.608657,0.419053,0.419053,0.10938,0.578624,0.088022,0.162427,0.069704,0.1434,0.10342,0.06,0.0,0.0,-0.036949
snap_fit_assembly,transient_shear_spike,combined_stress,invariant_risk_tactile_alignment,3,96,0.88,0.382199,0.7098,0.690528,0.608225,0.421726,0.421726,0.102221,0.580234,0.08658,0.161565,0.071968,0.148797,0.101636,0.06,0.0,0.0,-0.036939
snap_fit_assembly,transient_shear_spike,combined_stress,invariant_risk_tactile_alignment,4,96,0.88,0.382199,0.7098,0.690528,0.609515,0.424674,0.424674,0.10431,0.586335,0.08429,0.1608,0.07113,0.144905,0.100691,0.06,0.0,0.0,-0.03693
