method,split,task,regime,mean_success_rate,ci95_success_rate,mean_harmful_transfer_rate,ci95_harmful_transfer_rate,mean_tactile_event_f1,ci95_tactile_event_f1,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
frozen_pretrained_tactile,heldout_object,cable_threading,soft_compliance,0.542517,0.044347,0.176627,0.002938,0.524193,0.001181,0.105792,0.001469,0.127115,0.001083,0.145147,0.000558,7,84
frozen_pretrained_tactile,heldout_object,cable_threading,source_matched,0.641156,0.063683,0.135270,0.000797,0.527972,0.001167,0.095106,0.001470,0.124243,0.001063,0.140914,0.000594,7,84
frozen_pretrained_tactile,heldout_object,cable_threading,taxel_bias,0.552721,0.025892,0.194033,0.000759,0.520618,0.005674,0.113033,0.000454,0.133679,0.000358,0.147150,0.000567,7,84
frozen_pretrained_tactile,heldout_object,cable_threading,texture_aliasing,0.517007,0.040689,0.189490,0.003728,0.517747,0.001195,0.113140,0.001329,0.129878,0.001247,0.144977,0.002470,7,84
frozen_pretrained_tactile,heldout_object,cable_threading,transient_shear_spike,0.500000,0.041988,0.202543,0.000864,0.512160,0.001267,0.117794,0.001452,0.133498,0.002494,0.147258,0.000640,7,84
frozen_pretrained_tactile,heldout_object,cloth_edge_pull,compound_contact_shift,0.486395,0.025166,0.224087,0.000874,0.495876,0.001282,0.125509,0.000748,0.137299,0.002873,0.153083,0.000647,7,84
frozen_pretrained_tactile,heldout_object,cloth_edge_pull,low_friction,0.590136,0.028284,0.166958,0.003755,0.526348,0.001138,0.101438,0.002300,0.126492,0.002766,0.144630,0.000508,7,84
frozen_pretrained_tactile,heldout_object,cloth_edge_pull,soft_compliance,0.566327,0.036667,0.172322,0.004076,0.520292,0.001181,0.105710,0.000723,0.127478,0.000564,0.146568,0.000512,7,84
frozen_pretrained_tactile,heldout_object,cloth_edge_pull,source_matched,0.666667,0.041678,0.135930,0.000797,0.523801,0.001167,0.095358,0.001347,0.124456,0.001031,0.141180,0.001935,7,84
frozen_pretrained_tactile,heldout_object,cloth_edge_pull,taxel_bias,0.561224,0.040552,0.193973,0.000759,0.515366,0.005674,0.113159,0.000574,0.133718,0.000378,0.148064,0.000567,7,84
frozen_pretrained_tactile,heldout_object,cloth_edge_pull,texture_aliasing,0.532313,0.035538,0.187080,0.004068,0.514116,0.001195,0.113580,0.000734,0.130514,0.000447,0.144273,0.000519,7,84
frozen_pretrained_tactile,heldout_object,cloth_edge_pull,transient_shear_spike,0.503401,0.036616,0.204463,0.000864,0.509879,0.001267,0.119565,0.001075,0.131519,0.000830,0.149535,0.000640,7,84
frozen_pretrained_tactile,heldout_object,lid_twist_force_control,compound_contact_shift,0.535714,0.034534,0.230031,0.000951,0.472637,0.001397,0.125943,0.002806,0.137298,0.002729,0.150240,0.000699,7,84
frozen_pretrained_tactile,heldout_object,lid_twist_force_control,low_friction,0.637755,0.047726,0.164275,0.004037,0.482452,0.005572,0.101018,0.002697,0.127632,0.000985,0.144994,0.001936,7,84
frozen_pretrained_tactile,heldout_object,lid_twist_force_control,soft_compliance,0.668367,0.047336,0.171884,0.000883,0.477190,0.001296,0.105651,0.001344,0.124561,0.001018,0.142761,0.000653,7,84
frozen_pretrained_tactile,heldout_object,lid_twist_force_control,source_matched,0.670068,0.029565,0.135316,0.000874,0.490725,0.001282,0.094200,0.000800,0.119767,0.000632,0.139538,0.002629,7,84
frozen_pretrained_tactile,heldout_object,lid_twist_force_control,taxel_bias,0.569728,0.045664,0.190937,0.004052,0.473513,0.001224,0.113447,0.001131,0.130753,0.000724,0.147042,0.002754,7,84
frozen_pretrained_tactile,heldout_object,lid_twist_force_control,texture_aliasing,0.615646,0.039347,0.188533,0.003675,0.478997,0.001311,0.109722,0.000996,0.131482,0.000968,0.144055,0.000587,7,84
frozen_pretrained_tactile,heldout_object,lid_twist_force_control,transient_shear_spike,0.561224,0.049740,0.205085,0.000941,0.478657,0.001383,0.117994,0.001391,0.134678,0.001054,0.149888,0.001898,7,84
frozen_pretrained_tactile,heldout_object,peg_in_hole_contact_search,compound_contact_shift,0.517007,0.025892,0.227193,0.000979,0.469295,0.001440,0.125220,0.002509,0.137990,0.001931,0.150771,0.002572,7,84
frozen_pretrained_tactile,heldout_object,peg_in_hole_contact_search,low_friction,0.607143,0.038442,0.165424,0.000883,0.487662,0.001296,0.104792,0.002151,0.125479,0.000593,0.141410,0.000653,7,84
frozen_pretrained_tactile,heldout_object,peg_in_hole_contact_search,soft_compliance,0.619048,0.035642,0.170636,0.000912,0.494242,0.001339,0.105769,0.002297,0.125721,0.001080,0.142100,0.001905,7,84
frozen_pretrained_tactile,heldout_object,peg_in_hole_contact_search,source_matched,0.732993,0.025892,0.132580,0.000903,0.505545,0.001325,0.092657,0.000919,0.120201,0.002668,0.140140,0.000666,7,84
frozen_pretrained_tactile,heldout_object,peg_in_hole_contact_search,taxel_bias,0.573129,0.053748,0.187395,0.000864,0.479405,0.001267,0.109343,0.001473,0.134008,0.001104,0.143657,0.000640,7,84
frozen_pretrained_tactile,heldout_object,peg_in_hole_contact_search,texture_aliasing,0.554422,0.040046,0.187058,0.003983,0.480272,0.001354,0.113393,0.001354,0.132705,0.001714,0.143238,0.000591,7,84
frozen_pretrained_tactile,heldout_object,peg_in_hole_contact_search,transient_shear_spike,0.583333,0.027889,0.200759,0.000970,0.473083,0.001426,0.116253,0.000835,0.132500,0.000674,0.147107,0.000713,7,84
frozen_pretrained_tactile,heldout_object,slip_limited_grasp,compound_contact_shift,0.511905,0.032998,0.227084,0.000903,0.492398,0.004359,0.123202,0.001661,0.135766,0.001068,0.148733,0.000666,7,84
frozen_pretrained_tactile,heldout_object,slip_limited_grasp,low_friction,0.647959,0.036667,0.165171,0.000807,0.510549,0.004419,0.101516,0.002982,0.129193,0.000488,0.142703,0.000600,7,84
frozen_pretrained_tactile,heldout_object,slip_limited_grasp,soft_compliance,0.620748,0.024114,0.169741,0.002926,0.511019,0.001224,0.106408,0.002316,0.128567,0.000559,0.142950,0.002479,7,84
frozen_pretrained_tactile,heldout_object,slip_limited_grasp,source_matched,0.695578,0.063770,0.134757,0.000826,0.529504,0.001210,0.089770,0.003351,0.124656,0.001176,0.139676,0.002656,7,84
frozen_pretrained_tactile,heldout_object,slip_limited_grasp,taxel_bias,0.585034,0.031972,0.189858,0.004091,0.514083,0.001152,0.108872,0.000891,0.128617,0.000714,0.144534,0.001970,7,84
frozen_pretrained_tactile,heldout_object,slip_limited_grasp,texture_aliasing,0.619048,0.043801,0.184805,0.000845,0.507876,0.001239,0.107988,0.001420,0.132369,0.001088,0.147727,0.000627,7,84
frozen_pretrained_tactile,heldout_object,slip_limited_grasp,transient_shear_spike,0.540816,0.044638,0.205438,0.000893,0.500795,0.001311,0.114267,0.001548,0.132997,0.001192,0.148367,0.002619,7,84
full_finetune_pretrained,clean_transfer,cable_threading,compound_contact_shift,0.561224,0.054229,0.155498,0.000864,0.550441,0.001267,0.105587,0.001638,0.152730,0.001239,0.130065,0.000640,7,84
full_finetune_pretrained,clean_transfer,cable_threading,low_friction,0.641156,0.018659,0.108632,0.003762,0.567372,0.006184,0.083980,0.003375,0.146625,0.003003,0.119250,0.000502,7,84
full_finetune_pretrained,clean_transfer,cable_threading,soft_compliance,0.629252,0.032773,0.116702,0.000797,0.565569,0.001167,0.083255,0.001109,0.147000,0.002660,0.120851,0.001935,7,84
full_finetune_pretrained,clean_transfer,cable_threading,source_matched,0.685374,0.053368,0.082948,0.000787,0.570356,0.001152,0.074840,0.001586,0.141911,0.001194,0.116089,0.000587,7,84
full_finetune_pretrained,clean_transfer,cable_threading,taxel_bias,0.603741,0.047140,0.128063,0.003776,0.553972,0.001095,0.092937,0.000932,0.152929,0.000684,0.123729,0.000489,7,84
full_finetune_pretrained,clean_transfer,cable_threading,texture_aliasing,0.591837,0.045175,0.127285,0.000807,0.557953,0.001181,0.090153,0.001269,0.148314,0.002316,0.124684,0.000600,7,84
full_finetune_pretrained,clean_transfer,cable_threading,transient_shear_spike,0.562925,0.031269,0.136879,0.004037,0.550214,0.004388,0.097233,0.003526,0.152335,0.000411,0.127075,0.000545,7,84
full_finetune_pretrained,clean_transfer,cloth_edge_pull,compound_contact_shift,0.559524,0.043205,0.157634,0.000864,0.548105,0.001267,0.105220,0.001812,0.154305,0.001293,0.131233,0.001917,7,84
full_finetune_pretrained,clean_transfer,cloth_edge_pull,low_friction,0.688776,0.031564,0.108968,0.003762,0.562336,0.006184,0.082144,0.003077,0.143825,0.002970,0.120321,0.000502,7,84
full_finetune_pretrained,clean_transfer,cloth_edge_pull,soft_compliance,0.612245,0.020276,0.115863,0.002942,0.561343,0.001167,0.084420,0.000842,0.145723,0.002052,0.121113,0.000551,7,84
full_finetune_pretrained,clean_transfer,cloth_edge_pull,source_matched,0.698980,0.033278,0.083644,0.000787,0.565860,0.001152,0.075274,0.001169,0.142250,0.000907,0.117408,0.000587,7,84
full_finetune_pretrained,clean_transfer,cloth_edge_pull,taxel_bias,0.629252,0.016443,0.128039,0.003776,0.548396,0.001095,0.092521,0.000478,0.151430,0.002197,0.124553,0.000489,7,84
full_finetune_pretrained,clean_transfer,cloth_edge_pull,texture_aliasing,0.625850,0.026387,0.128341,0.000807,0.553997,0.001181,0.090352,0.000992,0.146239,0.000784,0.126251,0.000600,7,84
full_finetune_pretrained,clean_transfer,cloth_edge_pull,transient_shear_spike,0.574830,0.030852,0.131975,0.000855,0.545035,0.001253,0.093415,0.001214,0.153545,0.000953,0.129111,0.000633,7,84
full_finetune_pretrained,clean_transfer,lid_twist_force_control,compound_contact_shift,0.617347,0.062657,0.156999,0.002883,0.509050,0.005974,0.103523,0.002546,0.154101,0.002569,0.128189,0.002395,7,84
full_finetune_pretrained,clean_transfer,lid_twist_force_control,low_friction,0.704082,0.026667,0.108282,0.000845,0.530923,0.001239,0.082614,0.001041,0.142067,0.000825,0.119530,0.001922,7,84
full_finetune_pretrained,clean_transfer,lid_twist_force_control,soft_compliance,0.673469,0.044638,0.115707,0.002910,0.528152,0.001282,0.083005,0.002020,0.146922,0.001253,0.121830,0.000604,7,84
full_finetune_pretrained,clean_transfer,lid_twist_force_control,source_matched,0.755102,0.038730,0.085027,0.004029,0.537550,0.005562,0.070593,0.001768,0.141136,0.000744,0.116897,0.002466,7,84
full_finetune_pretrained,clean_transfer,lid_twist_force_control,taxel_bias,0.687075,0.019532,0.128715,0.000826,0.516453,0.005603,0.088399,0.000677,0.146384,0.002229,0.123556,0.000613,7,84
full_finetune_pretrained,clean_transfer,lid_twist_force_control,texture_aliasing,0.664966,0.037908,0.121501,0.000883,0.518498,0.006043,0.091226,0.000939,0.147953,0.002846,0.122365,0.000653,7,84
full_finetune_pretrained,clean_transfer,lid_twist_force_control,transient_shear_spike,0.613946,0.039063,0.139739,0.000931,0.516006,0.005985,0.097481,0.000969,0.153561,0.000742,0.127278,0.000686,7,84
full_finetune_pretrained,clean_transfer,peg_in_hole_contact_search,compound_contact_shift,0.622449,0.034427,0.154604,0.000970,0.511139,0.001426,0.104687,0.001426,0.155692,0.001122,0.130053,0.000713,7,84
full_finetune_pretrained,clean_transfer,peg_in_hole_contact_search,low_friction,0.651361,0.035172,0.106444,0.004021,0.533847,0.005552,0.081076,0.000781,0.147356,0.000748,0.120634,0.000558,7,84
full_finetune_pretrained,clean_transfer,peg_in_hole_contact_search,soft_compliance,0.714286,0.044969,0.114902,0.000903,0.524908,0.001325,0.081065,0.001464,0.145499,0.001124,0.121359,0.002401,7,84
full_finetune_pretrained,clean_transfer,peg_in_hole_contact_search,source_matched,0.732993,0.037019,0.086164,0.000893,0.537219,0.001311,0.072858,0.002159,0.139854,0.001117,0.118908,0.000660,7,84
full_finetune_pretrained,clean_transfer,peg_in_hole_contact_search,taxel_bias,0.644558,0.047610,0.130761,0.000855,0.525204,0.006078,0.093014,0.001446,0.148362,0.001099,0.123905,0.000633,7,84
full_finetune_pretrained,clean_transfer,peg_in_hole_contact_search,texture_aliasing,0.658163,0.043119,0.120469,0.000912,0.527777,0.001339,0.092589,0.000761,0.147236,0.002815,0.124025,0.002608,7,84
full_finetune_pretrained,clean_transfer,peg_in_hole_contact_search,transient_shear_spike,0.642857,0.041051,0.134141,0.000960,0.515863,0.001411,0.094451,0.000819,0.150301,0.000615,0.125793,0.002582,7,84
full_finetune_pretrained,clean_transfer,slip_limited_grasp,compound_contact_shift,0.634354,0.029565,0.155476,0.003675,0.538947,0.001311,0.100961,0.000751,0.155154,0.000482,0.126604,0.000587,7,84
full_finetune_pretrained,clean_transfer,slip_limited_grasp,low_friction,0.697279,0.037019,0.105456,0.000797,0.553720,0.005633,0.084222,0.001447,0.146109,0.001122,0.122765,0.002451,7,84
full_finetune_pretrained,clean_transfer,slip_limited_grasp,soft_compliance,0.693878,0.032886,0.116702,0.000826,0.548963,0.001210,0.084575,0.001003,0.143874,0.000778,0.121979,0.000613,7,84
full_finetune_pretrained,clean_transfer,slip_limited_grasp,source_matched,0.726190,0.030123,0.080746,0.000816,0.568456,0.001195,0.075068,0.001284,0.141177,0.001008,0.116844,0.000607,7,84
full_finetune_pretrained,clean_transfer,slip_limited_grasp,taxel_bias,0.666667,0.030551,0.125629,0.004099,0.551724,0.005653,0.086716,0.000652,0.145924,0.000467,0.126612,0.000493,7,84
full_finetune_pretrained,clean_transfer,slip_limited_grasp,texture_aliasing,0.671769,0.025892,0.124341,0.004052,0.544650,0.001224,0.092264,0.000727,0.147524,0.000508,0.123786,0.002724,7,84
full_finetune_pretrained,clean_transfer,slip_limited_grasp,transient_shear_spike,0.634354,0.038006,0.134655,0.003681,0.550853,0.001296,0.094391,0.001201,0.153322,0.001027,0.126672,0.002670,7,84
full_finetune_pretrained,combined_stress,cable_threading,compound_contact_shift,0.382653,0.031972,0.250573,0.000874,0.520087,0.001282,0.133012,0.001319,0.173896,0.000883,0.145686,0.002415,7,84
full_finetune_pretrained,combined_stress,cable_threading,low_friction,0.482993,0.058246,0.195053,0.000778,0.535250,0.001138,0.110387,0.001788,0.166638,0.001346,0.136182,0.000580,7,84
full_finetune_pretrained,combined_stress,cable_threading,soft_compliance,0.496599,0.058878,0.202003,0.000807,0.528384,0.001181,0.112379,0.003014,0.168877,0.001169,0.137794,0.000600,7,84
full_finetune_pretrained,combined_stress,cable_threading,source_matched,0.545918,0.024646,0.171378,0.004083,0.550172,0.001167,0.098282,0.000740,0.158889,0.000769,0.133797,0.000506,7,84
full_finetune_pretrained,combined_stress,cable_threading,taxel_bias,0.467687,0.039016,0.215006,0.000759,0.529954,0.001109,0.114440,0.001211,0.168142,0.000925,0.139701,0.000567,7,84
full_finetune_pretrained,combined_stress,cable_threading,texture_aliasing,0.433673,0.018257,0.215166,0.000816,0.529656,0.006125,0.116118,0.002124,0.172314,0.000376,0.143348,0.000607,7,84
full_finetune_pretrained,combined_stress,cable_threading,transient_shear_spike,0.433673,0.046348,0.229170,0.004029,0.526642,0.006067,0.120443,0.002777,0.172198,0.000866,0.143362,0.002708,7,84
full_finetune_pretrained,combined_stress,cloth_edge_pull,compound_contact_shift,0.406463,0.031151,0.250527,0.002910,0.518238,0.001282,0.128479,0.002227,0.175004,0.001018,0.145667,0.000604,7,84
full_finetune_pretrained,combined_stress,cloth_edge_pull,low_friction,0.505102,0.032546,0.194923,0.000778,0.530701,0.001138,0.110405,0.000931,0.166576,0.000718,0.137247,0.000580,7,84
full_finetune_pretrained,combined_stress,cloth_edge_pull,soft_compliance,0.498299,0.050516,0.202413,0.000807,0.524645,0.001181,0.109891,0.002911,0.168399,0.002292,0.139232,0.000600,7,84
full_finetune_pretrained,combined_stress,cloth_edge_pull,source_matched,0.596939,0.032375,0.168176,0.003742,0.546163,0.001167,0.097510,0.001007,0.158547,0.000864,0.135035,0.000521,7,84
full_finetune_pretrained,combined_stress,cloth_edge_pull,taxel_bias,0.477891,0.046228,0.214515,0.000759,0.524865,0.001109,0.114480,0.001307,0.168054,0.000983,0.140519,0.000567,7,84
full_finetune_pretrained,combined_stress,cloth_edge_pull,texture_aliasing,0.489796,0.024114,0.215755,0.000816,0.521042,0.004413,0.114695,0.000759,0.168689,0.002808,0.142623,0.002442,7,84
full_finetune_pretrained,combined_stress,cloth_edge_pull,transient_shear_spike,0.467687,0.035172,0.223799,0.000864,0.516805,0.004382,0.119576,0.000988,0.173002,0.000764,0.141963,0.000640,7,84
full_finetune_pretrained,combined_stress,lid_twist_force_control,compound_contact_shift,0.460884,0.020184,0.245263,0.000951,0.477338,0.001397,0.128808,0.001166,0.173564,0.000942,0.145824,0.002587,7,84
full_finetune_pretrained,combined_stress,lid_twist_force_control,low_friction,0.539116,0.030000,0.194754,0.000855,0.500016,0.001253,0.109433,0.000871,0.162040,0.000684,0.138627,0.000633,7,84
full_finetune_pretrained,combined_stress,lid_twist_force_control,soft_compliance,0.568027,0.017427,0.199343,0.004013,0.499900,0.001296,0.108090,0.000601,0.167004,0.000715,0.139758,0.002697,7,84
full_finetune_pretrained,combined_stress,lid_twist_force_control,source_matched,0.637755,0.020905,0.168361,0.004021,0.510862,0.004376,0.095496,0.000615,0.160984,0.000804,0.135514,0.000558,7,84
full_finetune_pretrained,combined_stress,lid_twist_force_control,taxel_bias,0.523810,0.031388,0.215709,0.000835,0.496223,0.001224,0.114256,0.000682,0.167642,0.003070,0.142836,0.000620,7,84
full_finetune_pretrained,combined_stress,lid_twist_force_control,texture_aliasing,0.513605,0.036868,0.212862,0.000893,0.488843,0.005532,0.116464,0.002917,0.165951,0.000836,0.143270,0.001910,7,84
full_finetune_pretrained,combined_stress,lid_twist_force_control,transient_shear_spike,0.498299,0.064089,0.223504,0.000941,0.483358,0.001383,0.118593,0.001607,0.168443,0.001186,0.143255,0.000693,7,84
full_finetune_pretrained,combined_stress,peg_in_hole_contact_search,compound_contact_shift,0.406463,0.030732,0.241995,0.000979,0.487022,0.005443,0.130078,0.000956,0.173660,0.000761,0.147403,0.000719,7,84
full_finetune_pretrained,combined_stress,peg_in_hole_contact_search,low_friction,0.569728,0.035798,0.190326,0.002906,0.507962,0.004371,0.106545,0.000753,0.166693,0.000722,0.139408,0.002422,7,84
full_finetune_pretrained,combined_stress,peg_in_hole_contact_search,soft_compliance,0.547619,0.032998,0.201095,0.003662,0.499105,0.001339,0.110071,0.000986,0.167547,0.000762,0.141363,0.000600,7,84
full_finetune_pretrained,combined_stress,peg_in_hole_contact_search,source_matched,0.598639,0.024267,0.172055,0.000903,0.510408,0.001325,0.097147,0.000621,0.160872,0.000513,0.132740,0.000666,7,84
full_finetune_pretrained,combined_stress,peg_in_hole_contact_search,taxel_bias,0.528912,0.028739,0.218596,0.000864,0.502277,0.001267,0.116470,0.002112,0.167340,0.000898,0.144080,0.000640,7,84
full_finetune_pretrained,combined_stress,peg_in_hole_contact_search,texture_aliasing,0.515306,0.033278,0.212671,0.000922,0.500572,0.004347,0.114116,0.001216,0.167088,0.000955,0.143538,0.000680,7,84
full_finetune_pretrained,combined_stress,peg_in_hole_contact_search,transient_shear_spike,0.481293,0.044638,0.227323,0.003622,0.495955,0.001426,0.118644,0.001144,0.169160,0.002431,0.142855,0.002622,7,84
full_finetune_pretrained,combined_stress,slip_limited_grasp,compound_contact_shift,0.457483,0.044347,0.242641,0.000903,0.512413,0.001325,0.130163,0.001323,0.174023,0.002333,0.148963,0.000666,7,84
full_finetune_pretrained,combined_stress,slip_limited_grasp,low_friction,0.566327,0.025892,0.190828,0.002938,0.530564,0.001181,0.107881,0.000903,0.163366,0.000762,0.137438,0.002493,7,84
