method,split,task,regime,mean_success_rate,ci95_success_rate,mean_harmful_transfer_rate,ci95_harmful_transfer_rate,mean_tactile_event_f1,ci95_tactile_event_f1,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
frozen_pretrained_tactile,clean_transfer,cable_threading,texture_aliasing,0.561224,0.050259,0.155617,0.003728,0.525610,0.001195,0.104723,0.001430,0.124130,0.001168,0.139662,0.002470,7,84
frozen_pretrained_tactile,clean_transfer,cable_threading,transient_shear_spike,0.537415,0.042731,0.168313,0.000864,0.520023,0.001267,0.109512,0.000953,0.129016,0.002910,0.141935,0.000640,7,84
frozen_pretrained_tactile,clean_transfer,cloth_edge_pull,compound_contact_shift,0.527211,0.040643,0.189461,0.000874,0.503684,0.001282,0.117102,0.000799,0.132787,0.003049,0.147780,0.000647,7,84
frozen_pretrained_tactile,clean_transfer,cloth_edge_pull,low_friction,0.605442,0.025166,0.135679,0.002950,0.534156,0.001138,0.095147,0.002223,0.122440,0.002855,0.139401,0.000538,7,84
frozen_pretrained_tactile,clean_transfer,cloth_edge_pull,soft_compliance,0.636054,0.037019,0.140890,0.004076,0.528100,0.001181,0.096900,0.000907,0.121303,0.000510,0.141336,0.000512,7,84
frozen_pretrained_tactile,clean_transfer,cloth_edge_pull,source_matched,0.681973,0.032886,0.103650,0.000797,0.531609,0.001167,0.087824,0.001042,0.119260,0.000808,0.137072,0.000594,7,84
frozen_pretrained_tactile,clean_transfer,cloth_edge_pull,taxel_bias,0.561224,0.041500,0.160418,0.000759,0.525747,0.004451,0.105879,0.001144,0.128798,0.000863,0.142785,0.000567,7,84
frozen_pretrained_tactile,clean_transfer,cloth_edge_pull,texture_aliasing,0.602041,0.029187,0.153422,0.004068,0.521924,0.001195,0.104547,0.000789,0.124339,0.000505,0.138991,0.000519,7,84
frozen_pretrained_tactile,clean_transfer,cloth_edge_pull,transient_shear_spike,0.588435,0.028739,0.170449,0.000864,0.517687,0.001267,0.110114,0.000950,0.125068,0.000751,0.144246,0.000640,7,84
frozen_pretrained_tactile,clean_transfer,lid_twist_force_control,compound_contact_shift,0.578231,0.028739,0.195863,0.000951,0.480330,0.001397,0.117540,0.002624,0.131681,0.002601,0.145009,0.000699,7,84
frozen_pretrained_tactile,clean_transfer,lid_twist_force_control,low_friction,0.695578,0.024870,0.131739,0.004037,0.492717,0.006078,0.092395,0.002715,0.121740,0.000710,0.140942,0.000545,7,84
frozen_pretrained_tactile,clean_transfer,lid_twist_force_control,soft_compliance,0.664966,0.036868,0.139195,0.000883,0.484883,0.001296,0.098543,0.000975,0.119771,0.000749,0.137562,0.000653,7,84
frozen_pretrained_tactile,clean_transfer,lid_twist_force_control,source_matched,0.721088,0.028284,0.103494,0.000874,0.498418,0.001282,0.085818,0.001073,0.115140,0.002150,0.135502,0.002415,7,84
frozen_pretrained_tactile,clean_transfer,lid_twist_force_control,taxel_bias,0.646259,0.047415,0.157841,0.004052,0.481206,0.001224,0.104300,0.001384,0.124523,0.001236,0.141834,0.002754,7,84
frozen_pretrained_tactile,clean_transfer,lid_twist_force_control,texture_aliasing,0.670068,0.034427,0.157050,0.002902,0.486690,0.001311,0.101289,0.000916,0.125651,0.000764,0.138883,0.000617,7,84
frozen_pretrained_tactile,clean_transfer,lid_twist_force_control,transient_shear_spike,0.595238,0.041051,0.171529,0.000941,0.486350,0.001383,0.109864,0.001438,0.129214,0.001115,0.145814,0.000693,7,84
frozen_pretrained_tactile,clean_transfer,peg_in_hole_contact_search,compound_contact_shift,0.574830,0.043119,0.193241,0.000979,0.476933,0.001440,0.116455,0.002505,0.133273,0.000994,0.146717,0.002572,7,84
frozen_pretrained_tactile,clean_transfer,peg_in_hole_contact_search,low_friction,0.649660,0.023805,0.133104,0.000883,0.495300,0.001296,0.097717,0.000674,0.119894,0.000552,0.136248,0.000653,7,84
frozen_pretrained_tactile,clean_transfer,peg_in_hole_contact_search,soft_compliance,0.642857,0.051171,0.138163,0.000912,0.501880,0.001339,0.098002,0.002589,0.120473,0.001192,0.138078,0.002397,7,84
frozen_pretrained_tactile,clean_transfer,peg_in_hole_contact_search,source_matched,0.695578,0.033720,0.100974,0.000903,0.513183,0.001325,0.086508,0.001213,0.117198,0.002831,0.134993,0.000666,7,84
frozen_pretrained_tactile,clean_transfer,peg_in_hole_contact_search,taxel_bias,0.644558,0.054941,0.154514,0.000864,0.487043,0.001267,0.100345,0.001639,0.127902,0.001237,0.139627,0.001917,7,84
frozen_pretrained_tactile,clean_transfer,peg_in_hole_contact_search,texture_aliasing,0.620748,0.024646,0.155791,0.003655,0.487910,0.001354,0.104684,0.000995,0.127835,0.000917,0.139243,0.001907,7,84
frozen_pretrained_tactile,clean_transfer,peg_in_hole_contact_search,transient_shear_spike,0.579932,0.027756,0.167419,0.000970,0.480721,0.001426,0.109080,0.001075,0.127741,0.000860,0.141923,0.000713,7,84
frozen_pretrained_tactile,clean_transfer,slip_limited_grasp,compound_contact_shift,0.561224,0.037218,0.192755,0.000903,0.502704,0.005522,0.114612,0.002454,0.130002,0.000634,0.143477,0.000666,7,84
frozen_pretrained_tactile,clean_transfer,slip_limited_grasp,low_friction,0.673469,0.041944,0.132474,0.000807,0.520855,0.005623,0.094828,0.002910,0.123858,0.000871,0.137482,0.000600,7,84
frozen_pretrained_tactile,clean_transfer,slip_limited_grasp,soft_compliance,0.647959,0.020905,0.138605,0.003715,0.518753,0.001224,0.098690,0.002233,0.123201,0.000269,0.138908,0.002717,7,84
frozen_pretrained_tactile,clean_transfer,slip_limited_grasp,source_matched,0.732993,0.024870,0.102774,0.000826,0.537238,0.001210,0.082855,0.002498,0.119106,0.000695,0.134471,0.002656,7,84
frozen_pretrained_tactile,clean_transfer,slip_limited_grasp,taxel_bias,0.659864,0.045501,0.158315,0.004091,0.521817,0.001152,0.099923,0.001129,0.122394,0.000667,0.140482,0.002503,7,84
frozen_pretrained_tactile,clean_transfer,slip_limited_grasp,texture_aliasing,0.641156,0.027622,0.151445,0.000845,0.515610,0.001239,0.100176,0.000907,0.127095,0.000718,0.142492,0.000627,7,84
frozen_pretrained_tactile,clean_transfer,slip_limited_grasp,transient_shear_spike,0.595238,0.050406,0.171721,0.000893,0.508529,0.001311,0.106755,0.002662,0.127142,0.000862,0.144267,0.002406,7,84
frozen_pretrained_tactile,combined_stress,cable_threading,compound_contact_shift,0.306122,0.020184,0.311812,0.000883,0.486812,0.006043,0.148176,0.000615,0.153555,0.002531,0.164404,0.002624,7,84
frozen_pretrained_tactile,combined_stress,cable_threading,low_friction,0.467687,0.028219,0.249461,0.000787,0.500207,0.001152,0.125982,0.001111,0.143266,0.000873,0.156251,0.000587,7,84
frozen_pretrained_tactile,combined_stress,cable_threading,soft_compliance,0.437075,0.042514,0.259872,0.000816,0.495996,0.001195,0.124888,0.001158,0.144050,0.003103,0.159120,0.000607,7,84
frozen_pretrained_tactile,combined_stress,cable_threading,source_matched,0.556122,0.037663,0.217365,0.003735,0.516776,0.001181,0.113129,0.001145,0.135790,0.000814,0.154412,0.000528,7,84
frozen_pretrained_tactile,combined_stress,cable_threading,taxel_bias,0.442177,0.030732,0.273367,0.000768,0.492724,0.001123,0.129714,0.001268,0.143981,0.000991,0.158884,0.000574,7,84
frozen_pretrained_tactile,combined_stress,cable_threading,texture_aliasing,0.433673,0.042861,0.276520,0.000826,0.493293,0.004407,0.132582,0.001385,0.143505,0.002514,0.157266,0.000613,7,84
frozen_pretrained_tactile,combined_stress,cable_threading,transient_shear_spike,0.350340,0.038394,0.290196,0.000874,0.489858,0.001282,0.141057,0.001273,0.146989,0.001715,0.162803,0.001915,7,84
frozen_pretrained_tactile,combined_stress,cloth_edge_pull,compound_contact_shift,0.301020,0.036616,0.313444,0.000883,0.474942,0.001296,0.150371,0.000702,0.150729,0.002308,0.162255,0.000653,7,84
frozen_pretrained_tactile,combined_stress,cloth_edge_pull,low_friction,0.467687,0.038345,0.249293,0.000787,0.495928,0.001152,0.126669,0.000915,0.143722,0.000687,0.157436,0.000587,7,84
frozen_pretrained_tactile,combined_stress,cloth_edge_pull,soft_compliance,0.457483,0.052387,0.260244,0.000816,0.492527,0.001195,0.125479,0.001730,0.142212,0.002022,0.158390,0.002442,7,84
frozen_pretrained_tactile,combined_stress,cloth_edge_pull,source_matched,0.564626,0.028739,0.214127,0.000807,0.513037,0.001181,0.113537,0.001240,0.136333,0.000975,0.152340,0.002667,7,84
frozen_pretrained_tactile,combined_stress,cloth_edge_pull,taxel_bias,0.420068,0.036616,0.272839,0.000768,0.487905,0.001123,0.130678,0.000724,0.144595,0.000533,0.159822,0.000574,7,84
frozen_pretrained_tactile,combined_stress,cloth_edge_pull,texture_aliasing,0.413265,0.043119,0.277072,0.000826,0.487521,0.001210,0.134332,0.001325,0.143665,0.001011,0.158947,0.000613,7,84
frozen_pretrained_tactile,combined_stress,cloth_edge_pull,transient_shear_spike,0.394558,0.025166,0.291648,0.000874,0.488009,0.001282,0.140737,0.001874,0.146586,0.000743,0.158243,0.000647,7,84
frozen_pretrained_tactile,combined_stress,lid_twist_force_control,compound_contact_shift,0.386054,0.052139,0.311328,0.000960,0.442025,0.001411,0.146937,0.000855,0.151143,0.000590,0.162600,0.000706,7,84
frozen_pretrained_tactile,combined_stress,lid_twist_force_control,low_friction,0.494898,0.038055,0.247126,0.004029,0.468080,0.005562,0.121212,0.000962,0.142856,0.001039,0.154315,0.000552,7,84
frozen_pretrained_tactile,combined_stress,lid_twist_force_control,soft_compliance,0.534014,0.017213,0.256892,0.000893,0.457756,0.001311,0.123598,0.002100,0.140812,0.000851,0.157883,0.002406,7,84
frozen_pretrained_tactile,combined_stress,lid_twist_force_control,source_matched,0.612245,0.034102,0.217459,0.000883,0.470283,0.001296,0.112929,0.002979,0.134192,0.000568,0.151862,0.000653,7,84
frozen_pretrained_tactile,combined_stress,lid_twist_force_control,taxel_bias,0.457483,0.042557,0.277180,0.002922,0.456955,0.006090,0.134529,0.001271,0.144453,0.000902,0.157752,0.000584,7,84
frozen_pretrained_tactile,combined_stress,lid_twist_force_control,texture_aliasing,0.498299,0.048151,0.267036,0.000903,0.460733,0.001325,0.132830,0.001005,0.143373,0.002838,0.159554,0.002401,7,84
frozen_pretrained_tactile,combined_stress,lid_twist_force_control,transient_shear_spike,0.457483,0.039721,0.284210,0.000951,0.449682,0.004330,0.134920,0.001198,0.144993,0.000926,0.162927,0.000699,7,84
frozen_pretrained_tactile,combined_stress,peg_in_hole_contact_search,compound_contact_shift,0.365646,0.039675,0.309330,0.000989,0.456514,0.004308,0.148476,0.000933,0.151618,0.000716,0.161768,0.001886,7,84
frozen_pretrained_tactile,combined_stress,peg_in_hole_contact_search,low_friction,0.528912,0.043162,0.249115,0.000893,0.467967,0.001311,0.121016,0.001981,0.140436,0.000576,0.157372,0.001910,7,84
frozen_pretrained_tactile,combined_stress,peg_in_hole_contact_search,soft_compliance,0.525510,0.025676,0.256484,0.000922,0.466912,0.005997,0.123771,0.000977,0.142133,0.000784,0.159290,0.000680,7,84
frozen_pretrained_tactile,combined_stress,peg_in_hole_contact_search,source_matched,0.586735,0.025820,0.215563,0.000912,0.479779,0.006009,0.110099,0.002017,0.134827,0.000541,0.149958,0.000673,7,84
frozen_pretrained_tactile,combined_stress,peg_in_hole_contact_search,taxel_bias,0.413265,0.026805,0.271047,0.000874,0.457523,0.001282,0.132349,0.000894,0.147174,0.002584,0.159790,0.000647,7,84
frozen_pretrained_tactile,combined_stress,peg_in_hole_contact_search,texture_aliasing,0.471088,0.034854,0.268116,0.000931,0.464402,0.001368,0.128894,0.001249,0.142592,0.000978,0.158555,0.002598,7,84
frozen_pretrained_tactile,combined_stress,peg_in_hole_contact_search,transient_shear_spike,0.375850,0.048266,0.287585,0.003937,0.461938,0.001440,0.137534,0.001402,0.145579,0.001210,0.160078,0.000631,7,84
frozen_pretrained_tactile,combined_stress,slip_limited_grasp,compound_contact_shift,0.411565,0.054092,0.317573,0.000912,0.472150,0.001339,0.146256,0.001736,0.152312,0.001322,0.164877,0.002397,7,84
frozen_pretrained_tactile,combined_stress,slip_limited_grasp,low_friction,0.522109,0.060553,0.245208,0.000816,0.498824,0.001195,0.124521,0.002858,0.141982,0.000962,0.156687,0.000607,7,84
frozen_pretrained_tactile,combined_stress,slip_limited_grasp,soft_compliance,0.527211,0.031269,0.257080,0.004044,0.486513,0.001239,0.125941,0.002303,0.141954,0.000876,0.155989,0.000539,7,84
frozen_pretrained_tactile,combined_stress,slip_limited_grasp,source_matched,0.630952,0.045256,0.214086,0.000835,0.503990,0.001224,0.109618,0.001464,0.137075,0.001303,0.149803,0.000620,7,84
frozen_pretrained_tactile,combined_stress,slip_limited_grasp,taxel_bias,0.488095,0.043801,0.276716,0.000797,0.484735,0.001167,0.130864,0.003272,0.146775,0.002249,0.156553,0.000594,7,84
frozen_pretrained_tactile,combined_stress,slip_limited_grasp,texture_aliasing,0.471088,0.019626,0.269069,0.000855,0.484540,0.001253,0.130238,0.000757,0.147256,0.000621,0.156644,0.001920,7,84
frozen_pretrained_tactile,combined_stress,slip_limited_grasp,transient_shear_spike,0.448980,0.048496,0.290325,0.003668,0.482184,0.001325,0.137276,0.001341,0.148974,0.001262,0.161684,0.000594,7,84
frozen_pretrained_tactile,heldout_geometry,cable_threading,compound_contact_shift,0.362245,0.031740,0.266437,0.000893,0.497970,0.006032,0.139216,0.000801,0.143025,0.002053,0.157511,0.000660,7,84
frozen_pretrained_tactile,heldout_geometry,cable_threading,low_friction,0.491497,0.054058,0.203401,0.003742,0.519888,0.001167,0.113545,0.001407,0.133675,0.000986,0.149701,0.000521,7,84
frozen_pretrained_tactile,heldout_geometry,cable_threading,soft_compliance,0.481293,0.038055,0.211944,0.000826,0.518332,0.001210,0.115221,0.002964,0.138703,0.000682,0.151422,0.002437,7,84
frozen_pretrained_tactile,heldout_geometry,cable_threading,source_matched,0.595238,0.035277,0.178514,0.000816,0.520095,0.001195,0.101762,0.001166,0.127800,0.002362,0.146466,0.002442,7,84
frozen_pretrained_tactile,heldout_geometry,cable_threading,taxel_bias,0.455782,0.035538,0.233665,0.000778,0.510218,0.001138,0.125200,0.001169,0.141606,0.000902,0.151502,0.000580,7,84
frozen_pretrained_tactile,heldout_geometry,cable_threading,texture_aliasing,0.459184,0.059784,0.228682,0.000835,0.514226,0.001224,0.121625,0.001698,0.139015,0.002415,0.152377,0.000620,7,84
frozen_pretrained_tactile,heldout_geometry,cable_threading,transient_shear_spike,0.442177,0.024114,0.245025,0.000883,0.500080,0.001296,0.129665,0.002084,0.138831,0.000737,0.153212,0.000653,7,84
frozen_pretrained_tactile,heldout_geometry,cloth_edge_pull,compound_contact_shift,0.404762,0.041366,0.268552,0.000893,0.486295,0.001311,0.135814,0.003141,0.142937,0.000770,0.158964,0.001910,7,84
frozen_pretrained_tactile,heldout_geometry,cloth_edge_pull,low_friction,0.522109,0.043631,0.202000,0.002942,0.515804,0.001167,0.113463,0.001402,0.133745,0.000999,0.151019,0.000551,7,84
frozen_pretrained_tactile,heldout_geometry,cloth_edge_pull,soft_compliance,0.505102,0.044638,0.212799,0.000826,0.512485,0.004407,0.113608,0.000945,0.138112,0.002257,0.147432,0.000613,7,84
frozen_pretrained_tactile,heldout_geometry,cloth_edge_pull,source_matched,0.593537,0.031564,0.179189,0.000816,0.516551,0.001195,0.102936,0.001246,0.127548,0.000974,0.143496,0.001930,7,84
frozen_pretrained_tactile,heldout_geometry,cloth_edge_pull,taxel_bias,0.474490,0.013878,0.233620,0.000778,0.505594,0.001138,0.124168,0.001783,0.141650,0.000654,0.152611,0.000580,7,84
frozen_pretrained_tactile,heldout_geometry,cloth_edge_pull,texture_aliasing,0.486395,0.038586,0.229717,0.000835,0.508649,0.004401,0.122352,0.000776,0.135052,0.000575,0.154229,0.000620,7,84
frozen_pretrained_tactile,heldout_geometry,cloth_edge_pull,transient_shear_spike,0.474490,0.012910,0.246960,0.000883,0.498426,0.001296,0.125237,0.001879,0.139950,0.000579,0.155684,0.000653,7,84
frozen_pretrained_tactile,heldout_geometry,lid_twist_force_control,compound_contact_shift,0.438776,0.017951,0.267254,0.003944,0.461198,0.001426,0.133856,0.000273,0.141052,0.000404,0.156099,0.000624,7,84
frozen_pretrained_tactile,heldout_geometry,lid_twist_force_control,low_friction,0.571429,0.032998,0.200652,0.002910,0.480340,0.004376,0.111083,0.001121,0.136125,0.001037,0.151550,0.000604,7,84
frozen_pretrained_tactile,heldout_geometry,lid_twist_force_control,soft_compliance,0.557823,0.039907,0.215411,0.000903,0.470098,0.001325,0.114179,0.001446,0.136210,0.001122,0.150691,0.000666,7,84
frozen_pretrained_tactile,heldout_geometry,lid_twist_force_control,source_matched,0.627551,0.030852,0.176479,0.000893,0.481617,0.001311,0.099895,0.001117,0.129294,0.000880,0.144233,0.002406,7,84
frozen_pretrained_tactile,heldout_geometry,lid_twist_force_control,taxel_bias,0.532313,0.023727,0.233634,0.000855,0.474746,0.001253,0.122620,0.001935,0.136781,0.000746,0.154080,0.000633,7,84
frozen_pretrained_tactile,heldout_geometry,lid_twist_force_control,texture_aliasing,0.515306,0.058436,0.225645,0.000912,0.474245,0.001339,0.118394,0.001987,0.135983,0.001516,0.152884,0.000673,7,84
frozen_pretrained_tactile,heldout_geometry,lid_twist_force_control,transient_shear_spike,0.498299,0.032375,0.245486,0.000960,0.465346,0.001411,0.126829,0.002593,0.141562,0.001904,0.156128,0.000706,7,84
frozen_pretrained_tactile,heldout_geometry,peg_in_hole_contact_search,compound_contact_shift,0.445578,0.049591,0.265332,0.003921,0.462407,0.001469,0.135714,0.001485,0.142075,0.001393,0.155158,0.000644,7,84
frozen_pretrained_tactile,heldout_geometry,peg_in_hole_contact_search,low_friction,0.573129,0.066667,0.206146,0.002898,0.479811,0.001325,0.111894,0.001528,0.135323,0.001193,0.148856,0.000624,7,84
frozen_pretrained_tactile,heldout_geometry,peg_in_hole_contact_search,soft_compliance,0.561224,0.024114,0.211648,0.003975,0.473692,0.001368,0.116998,0.000661,0.134923,0.002377,0.150769,0.000598,7,84
frozen_pretrained_tactile,heldout_geometry,peg_in_hole_contact_search,source_matched,0.695578,0.032942,0.176373,0.000922,0.485551,0.004347,0.100472,0.001116,0.129283,0.000876,0.144543,0.002603,7,84
frozen_pretrained_tactile,heldout_geometry,peg_in_hole_contact_search,taxel_bias,0.530612,0.023254,0.227576,0.000883,0.467180,0.001296,0.121520,0.000776,0.136343,0.002768,0.150291,0.001912,7,84
frozen_pretrained_tactile,heldout_geometry,peg_in_hole_contact_search,texture_aliasing,0.505102,0.049329,0.228515,0.000941,0.480071,0.001383,0.123208,0.001880,0.139363,0.001451,0.154100,0.000693,7,84
frozen_pretrained_tactile,heldout_geometry,peg_in_hole_contact_search,transient_shear_spike,0.506803,0.028284,0.243790,0.000989,0.464323,0.001455,0.124244,0.001637,0.140418,0.002831,0.154200,0.000726,7,84
frozen_pretrained_tactile,heldout_geometry,slip_limited_grasp,compound_contact_shift,0.430272,0.044222,0.263113,0.000922,0.486430,0.001354,0.135360,0.003111,0.141743,0.002227,0.158204,0.000680,7,84
frozen_pretrained_tactile,heldout_geometry,slip_limited_grasp,low_friction,0.583333,0.033775,0.202068,0.003722,0.503618,0.001210,0.114051,0.000821,0.133293,0.000520,0.151765,0.000541,7,84
frozen_pretrained_tactile,heldout_geometry,slip_limited_grasp,soft_compliance,0.569728,0.024646,0.213787,0.003701,0.504253,0.006078,0.114817,0.003253,0.134782,0.000365,0.152243,0.000561,7,84
frozen_pretrained_tactile,heldout_geometry,slip_limited_grasp,source_matched,0.625850,0.035590,0.171295,0.002922,0.510431,0.001239,0.100430,0.003324,0.130311,0.000226,0.145620,0.000584,7,84
frozen_pretrained_tactile,heldout_geometry,slip_limited_grasp,taxel_bias,0.523810,0.048572,0.227929,0.000807,0.502778,0.004419,0.122926,0.001210,0.138716,0.000898,0.150534,0.000600,7,84
frozen_pretrained_tactile,heldout_geometry,slip_limited_grasp,texture_aliasing,0.581633,0.040870,0.224152,0.000864,0.493159,0.001267,0.118914,0.001096,0.137093,0.002783,0.152239,0.000640,7,84
frozen_pretrained_tactile,heldout_geometry,slip_limited_grasp,transient_shear_spike,0.501701,0.033555,0.239499,0.000912,0.495528,0.001339,0.127764,0.002441,0.138521,0.002186,0.152389,0.000673,7,84
frozen_pretrained_tactile,heldout_material,cable_threading,compound_contact_shift,0.404762,0.051424,0.250862,0.000893,0.497795,0.001311,0.132085,0.003393,0.140645,0.001006,0.156265,0.000660,7,84
frozen_pretrained_tactile,heldout_material,cable_threading,low_friction,0.520408,0.036616,0.185259,0.000797,0.517141,0.005633,0.111072,0.000964,0.132684,0.000734,0.148397,0.000594,7,84
frozen_pretrained_tactile,heldout_material,cable_threading,soft_compliance,0.537415,0.030307,0.197152,0.000826,0.513012,0.004407,0.110116,0.001017,0.131505,0.002559,0.145618,0.001927,7,84
frozen_pretrained_tactile,heldout_material,cable_threading,source_matched,0.600340,0.039721,0.155605,0.003728,0.530211,0.001195,0.099408,0.001054,0.126093,0.001116,0.140484,0.001980,7,84
frozen_pretrained_tactile,heldout_material,cable_threading,taxel_bias,0.498299,0.036868,0.213511,0.004099,0.515189,0.005653,0.116469,0.003063,0.134653,0.002739,0.150155,0.000493,7,84
frozen_pretrained_tactile,heldout_material,cable_threading,texture_aliasing,0.476190,0.051171,0.213620,0.000835,0.508906,0.004401,0.119757,0.000892,0.133664,0.000616,0.151141,0.000620,7,84
frozen_pretrained_tactile,heldout_material,cable_threading,transient_shear_spike,0.452381,0.052175,0.229774,0.000883,0.510196,0.001296,0.122231,0.002276,0.138176,0.000942,0.151973,0.000653,7,84
frozen_pretrained_tactile,heldout_material,cloth_edge_pull,compound_contact_shift,0.469388,0.028739,0.253149,0.000893,0.496367,0.001311,0.129292,0.001244,0.141329,0.000984,0.154313,0.002619,7,84
frozen_pretrained_tactile,heldout_material,cloth_edge_pull,low_friction,0.564626,0.040046,0.185746,0.000797,0.510440,0.004425,0.110839,0.001134,0.132534,0.000862,0.147493,0.002451,7,84
frozen_pretrained_tactile,heldout_material,cloth_edge_pull,soft_compliance,0.542517,0.023254,0.198179,0.000826,0.507121,0.001210,0.111275,0.000803,0.130132,0.000646,0.146230,0.000613,7,84
frozen_pretrained_tactile,heldout_material,cloth_edge_pull,source_matched,0.641156,0.027148,0.153022,0.000816,0.526623,0.001195,0.099193,0.001188,0.126245,0.000938,0.140896,0.000607,7,84
frozen_pretrained_tactile,heldout_material,cloth_edge_pull,taxel_bias,0.523810,0.032203,0.211924,0.004099,0.510521,0.005653,0.113969,0.000614,0.132313,0.000550,0.151252,0.000493,7,84
frozen_pretrained_tactile,heldout_material,cloth_edge_pull,texture_aliasing,0.508503,0.059098,0.211397,0.003715,0.503285,0.001224,0.120031,0.001236,0.134209,0.001057,0.150658,0.002527,7,84
frozen_pretrained_tactile,heldout_material,cloth_edge_pull,transient_shear_spike,0.501701,0.047062,0.225021,0.004013,0.508498,0.001296,0.121284,0.001300,0.139015,0.001168,0.153177,0.001927,7,84
frozen_pretrained_tactile,heldout_material,lid_twist_force_control,compound_contact_shift,0.486395,0.042120,0.245358,0.000970,0.460887,0.005939,0.130540,0.001383,0.139804,0.001070,0.154786,0.000713,7,84
frozen_pretrained_tactile,heldout_material,lid_twist_force_control,low_friction,0.624150,0.044928,0.184765,0.000874,0.474884,0.001282,0.108241,0.001496,0.129067,0.002180,0.145795,0.002629,7,84
frozen_pretrained_tactile,heldout_material,lid_twist_force_control,soft_compliance,0.596939,0.040231,0.190867,0.002898,0.480078,0.001325,0.110811,0.000843,0.132827,0.002686,0.149319,0.000624,7,84
frozen_pretrained_tactile,heldout_material,lid_twist_force_control,source_matched,0.690476,0.027889,0.155824,0.004006,0.491597,0.001311,0.096321,0.000720,0.127771,0.000683,0.140660,0.000572,7,84
frozen_pretrained_tactile,heldout_material,lid_twist_force_control,taxel_bias,0.547619,0.041988,0.208874,0.002918,0.466717,0.001253,0.112965,0.001249,0.136114,0.001102,0.151559,0.001921,7,84
frozen_pretrained_tactile,heldout_material,lid_twist_force_control,texture_aliasing,0.561224,0.053748,0.211122,0.000912,0.468789,0.004353,0.115858,0.001598,0.134765,0.001210,0.151732,0.000673,7,84
frozen_pretrained_tactile,heldout_material,lid_twist_force_control,transient_shear_spike,0.515306,0.045175,0.225628,0.003952,0.472753,0.004325,0.119908,0.001277,0.134004,0.001127,0.152573,0.002442,7,84
frozen_pretrained_tactile,heldout_material,peg_in_hole_contact_search,compound_contact_shift,0.460884,0.029123,0.245323,0.000999,0.472343,0.001469,0.132251,0.001727,0.141434,0.000739,0.153909,0.000733,7,84
frozen_pretrained_tactile,heldout_material,peg_in_hole_contact_search,low_friction,0.603741,0.043716,0.181856,0.000903,0.489747,0.001325,0.108764,0.001390,0.130976,0.002957,0.147513,0.000666,7,84
frozen_pretrained_tactile,heldout_material,peg_in_hole_contact_search,soft_compliance,0.598639,0.049291,0.190707,0.000931,0.483628,0.001368,0.108316,0.002511,0.129310,0.001162,0.149499,0.000686,7,84
frozen_pretrained_tactile,heldout_material,peg_in_hole_contact_search,source_matched,0.630952,0.051676,0.154177,0.003655,0.492915,0.001354,0.099932,0.001556,0.126650,0.002508,0.139816,0.000607,7,84
frozen_pretrained_tactile,heldout_material,peg_in_hole_contact_search,taxel_bias,0.537415,0.044222,0.213280,0.000883,0.477116,0.001296,0.117698,0.002502,0.133568,0.000964,0.148024,0.000653,7,84
frozen_pretrained_tactile,heldout_material,peg_in_hole_contact_search,texture_aliasing,0.556122,0.021430,0.209020,0.003967,0.474571,0.004336,0.117760,0.002657,0.133506,0.002436,0.149432,0.002696,7,84
frozen_pretrained_tactile,heldout_material,peg_in_hole_contact_search,transient_shear_spike,0.501701,0.042731,0.225821,0.003609,0.474259,0.001455,0.121496,0.001255,0.134427,0.001167,0.152996,0.000653,7,84
frozen_pretrained_tactile,heldout_material,slip_limited_grasp,compound_contact_shift,0.474490,0.035066,0.247947,0.000922,0.496443,0.001354,0.128228,0.001079,0.139394,0.000841,0.157021,0.000680,7,84
frozen_pretrained_tactile,heldout_material,slip_limited_grasp,low_friction,0.617347,0.054941,0.184336,0.000826,0.513631,0.001210,0.105775,0.002944,0.132270,0.001188,0.145952,0.002656,7,84
frozen_pretrained_tactile,heldout_material,slip_limited_grasp,soft_compliance,0.619048,0.026943,0.190829,0.000855,0.503975,0.001253,0.106779,0.000995,0.133484,0.000790,0.148602,0.002424,7,84
frozen_pretrained_tactile,heldout_material,slip_limited_grasp,source_matched,0.653061,0.045947,0.155656,0.000845,0.520444,0.001239,0.095963,0.001172,0.127124,0.002807,0.144427,0.000627,7,84
frozen_pretrained_tactile,heldout_material,slip_limited_grasp,taxel_bias,0.559524,0.034907,0.213330,0.000807,0.497355,0.001181,0.114920,0.002479,0.136520,0.002263,0.149364,0.000600,7,84
frozen_pretrained_tactile,heldout_material,slip_limited_grasp,texture_aliasing,0.528912,0.030062,0.209499,0.000864,0.503172,0.001267,0.118831,0.001098,0.131914,0.000864,0.151068,0.000640,7,84
frozen_pretrained_tactile,heldout_material,slip_limited_grasp,transient_shear_spike,0.511905,0.068503,0.224657,0.000912,0.502968,0.004353,0.120372,0.003401,0.135640,0.001118,0.151213,0.000673,7,84
frozen_pretrained_tactile,heldout_object,cable_threading,compound_contact_shift,0.448980,0.052845,0.223702,0.002910,0.505605,0.006055,0.124622,0.001243,0.139770,0.001017,0.150719,0.000604,7,84
frozen_pretrained_tactile,heldout_object,cable_threading,low_friction,0.581633,0.066277,0.170088,0.000778,0.531059,0.001138,0.103666,0.003473,0.127357,0.003233,0.143544,0.000580,7,84
